nct_id,indication_raw,indication_group
NCT00093730,Solid Tumors,Solid Tumors (NOS)
NCT00176501,Kidney Cancer,Other
NCT00076102,Neurofibromatosis,Other
NCT00076102,Neurofibroma,Other
NCT00227682,Plasma Cell Neoplasm,Other
NCT00085462,Skin Melanoma,Other
NCT00245089,Sarcoma,Other
NCT02461121,Acute Myeloid Leukemia,AML
NCT00159445,Colorectal Cancer,Colorectal Cancer
NCT00159445,Colon Carcinoma,Other
NCT00080990,Solid Tumors,Solid Tumors (NOS)
NCT00072670,Prostate Cancer,Prostate Cancer
NCT00077025,Breast Cancer,Breast Cancer
NCT00077493,Leukemia,Leukemia
NCT00077493,Hematology,Hematologic Malignancies
NCT00191477,Urinary System Neoplasm,Other
NCT00426101,Hemophagocytic Lymphohistiocytosis,Other
NCT02494596,Solid Tumors,Solid Tumors (NOS)
NCT00226798,Epithelial Neoplasm,Ovarian Cancer
NCT01270906,Neoplasms,Other
NCT01270906,Cancer,Other
NCT01270906,Tumors,Other
NCT00154349,Philadelphia Chromosome Positive Acute Lymphocytic Leukemia,Other
NCT00617968,Breast Neoplasm,Breast Cancer
NCT00069160,Thoracic Neoplasm,NSCLC
NCT00069160,Female Reproductive System Neoplasm,Other
NCT00069160,Female Reproductive System Neoplasm,Other
NCT00069160,Urinary System Neoplasm,Other
NCT00086931,Colorectal Cancer,Colorectal Cancer
NCT00504660,WHO Grade 3 Glioma,Other
NCT00504660,Glioblastoma,Other
NCT00504660,Central Nervous System Neoplasm,Other
NCT00489983,Non-Small Cell Lung Cancer,NSCLC
NCT00061958,Esophageal Cancer,Other
NCT00061958,Esophageal Cancer,Other
NCT00061958,Esophageal Cancer,Other
NCT00064311,Breast Cancer,Breast Cancer
NCT00064311,Myeloproliferative Neoplasm,Hematologic Malignancies
NCT00064311,Gestational Trophoblastic Neoplasia,Other
NCT00064311,Infectious Disorder,Other
NCT00064311,Leukemia,Leukemia
NCT00064311,Hematology,Hematologic Malignancies
NCT00064311,Plasma Cell Neoplasm,Other
NCT00064311,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00064311,Myeloid Neoplasm,Other
NCT00064311,Kidney Wilms Tumor,Other
NCT00064311,Ovarian Cancer,Ovarian Cancer
NCT00064311,Male Reproductive System Neoplasm,Other
NCT00319618,Brain Metastasis,Other
NCT00168727,Non-Hodgkin Lymphoma,Lymphoma
NCT00168727,"Lymphoma, Low-Grade",Other
NCT00060645,Tumors,Other
NCT00060645,Hematology,Hematologic Malignancies
NCT00060645,Multiple Myeloma,Multiple Myeloma
NCT00126269,Epithelial Neoplasm,Ovarian Cancer
NCT00488709,Acute Myeloid Leukemia,AML
NCT01085058,Hodgkin Lymphoma,Lymphoma
NCT01085058,Non-Hodgkin Lymphoma,Lymphoma
NCT01085058,Multiple Myeloma,Multiple Myeloma
NCT00193479,Non-Hodgkin Lymphoma,Lymphoma
NCT00431561,Glioblastoma,Other
NCT00431561,Anaplastic Astrocytoma,Other
NCT00060567,Cancer,Other
NCT00071955,Hematology,Hematologic Malignancies
NCT00060242,Head and Neck Neoplasm,Head & Neck Cancer
NCT00122499,Prostate Cancer,Prostate Cancer
NCT00122499,Erectile Dysfunction,Other
NCT00060710,Malignant Melanoma,Other
NCT00334295,Endometrial Cancer,Other
NCT00058006,Head and Neck Neoplasm,Head & Neck Cancer
NCT00058006,Thoracic Neoplasm,NSCLC
NCT00047242,Solid Tumors,Solid Tumors (NOS)
NCT00149019,Epithelial Neoplasm,Ovarian Cancer
NCT00448643,Endometrial Cancer,Other
NCT00044525,Breast Neoplasm,Breast Cancer
NCT00044525,Breast Cancer,Breast Cancer
NCT00256230,Skin Melanoma,Other
NCT00023933,Colon Carcinoma,Other
NCT00023933,Rectal Carcinoma,Other
NCT00023933,Colon Carcinoma,Other
NCT00023933,Rectal Carcinoma,Other
NCT00023933,Colon Carcinoma,Other
NCT00023933,Rectal Carcinoma,Other
NCT00328549,Hepatitis C,Other
NCT00328549,Anemia,Other
NCT00024310,Solid Tumors,Solid Tumors (NOS)
NCT00024310,Drug/Agent Toxicity by Tissue/Organ,Other
NCT00030069,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00050843,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00041808,"Metastases, Neoplasm",Other
NCT00041808,Digestive System Neoplasm,Pancreatic Cancer
NCT00041808,Digestive System Neoplasm,Pancreatic Cancer
NCT00041808,Digestive System Neoplasm,Pancreatic Cancer
NCT00041808,Pancreatic Cancer,Pancreatic Cancer
NCT00041808,Breast Neoplasm,Breast Cancer
NCT00041808,Male Reproductive System Neoplasm,Other
NCT00041808,Sarcoma,Other
NCT00041808,Digestive System Neoplasm,Pancreatic Cancer
NCT00041808,Thoracic Neoplasm,NSCLC
NCT00041808,Liver Cancer,Other
NCT00041808,Bile Duct Cancer,Other
NCT00403624,Digestive System Neoplasm,Pancreatic Cancer
NCT00586898,Male Reproductive System Neoplasm,Other
NCT00586898,Cancer,Other
NCT00586898,Hormonal Cycling,Other
NCT00038649,Chronic Leukemia,Other
NCT00014118,Head and Neck Neoplasm,Head & Neck Cancer
NCT00027742,Uveal Melanoma,Other
NCT00027742,Skin Melanoma,Other
NCT00211198,Adult T-Cell Leukemia/Lymphoma,Other
NCT00014690,Fallopian Tube Cancer,Other
NCT00014690,Ovarian Cancer,Ovarian Cancer
NCT00014690,Primary Peritoneal Cancer,Other
NCT00022334,Liver Cancer,Other
NCT00550784,Fallopian Tube Cancer,Other
NCT00550784,Ovarian Cancer,Ovarian Cancer
NCT00550784,Peritoneal and Retroperitoneal Neoplasm,Other
NCT00006257,Solid Tumors,Solid Tumors (NOS)
NCT00006484,Thoracic Neoplasm,NSCLC
NCT00004208,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00008294,Colorectal Cancer,Colorectal Cancer
NCT00008294,Anal Cancer,Other
NCT00006107,Head and Neck Neoplasm,Head & Neck Cancer
NCT00005841,Uveal Melanoma,Other
NCT00005841,Skin Melanoma,Other
NCT00006122,Leukemia,Leukemia
NCT00006120,Breast Cancer,Breast Cancer
NCT00015821,Primary Myelofibrosis,Other
NCT00005858,Bladder Cancer,Other
NCT00005858,Breast Cancer,Breast Cancer
NCT00005858,Colorectal Cancer,Colorectal Cancer
NCT00005858,Thoracic Neoplasm,NSCLC
NCT00005858,Ovarian Cancer,Ovarian Cancer
NCT00005858,Pancreatic Cancer,Pancreatic Cancer
NCT01122121,Prostate Cancer,Prostate Cancer
NCT01663714,Non-Hodgkin Lymphoma,Lymphoma
NCT00022932,Non-Hodgkin Lymphoma,Lymphoma
NCT01225874,Leukemia,Leukemia
NCT00004172,Breast Cancer,Breast Cancer
NCT00004173,Solid Tumors,Solid Tumors (NOS)
NCT00003810,Pancreatic Cancer,Pancreatic Cancer
NCT00563862,Head and Neck Neoplasm,Head & Neck Cancer
NCT00563862,Epithelial Neoplasm,Ovarian Cancer
NCT00004158,Plasma Cell Neoplasm,Other
NCT00003645,Prostate Cancer,Prostate Cancer
NCT00003779,Bladder Cancer,Other
NCT00003664,Kidney Cancer,Other
NCT00003682,Prostate Cancer,Prostate Cancer
NCT00004202,Thoracic Neoplasm,NSCLC
NCT00003447,Thoracic Neoplasm,NSCLC
NCT00003463,Central Nervous System Embryonal Tumor,Other
NCT00003687,Myeloproliferative Neoplasm,Hematologic Malignancies
NCT00003687,Leukemia,Leukemia
NCT00003687,Hematology,Hematologic Malignancies
NCT00003687,Plasma Cell Neoplasm,Other
NCT00003687,Myelodysplastic Syndrome,Hematologic Malignancies
NCT00003687,Connective and Soft Tissue Neoplasm,Other
NCT00003687,Intraepithelial Neoplasia,Other
NCT00003687,Small Intestinal Cancer,Other
NCT00003687,Solid Tumors,Solid Tumors (NOS)
NCT00003239,Leukemia,Leukemia
NCT00003210,Extranodal Marginal Zone Lymphoma,Other
NCT00003210,Nodal Marginal Zone Lymphoma,Other
NCT00003210,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00003210,Recurrent Adult Diffuse Mixed Cell Lymphoma,Other
NCT00003210,Recurrent Adult Diffuse Small Cleaved Cell Lymphoma,Other
NCT00003210,Hodgkin Lymphoma,Lymphoma
NCT00003210,Diffuse Large B-Cell Lymphoma,Lymphoma
NCT00003210,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,Other
NCT00003210,Grade 1 Follicular Lymphoma,Other
NCT00003210,Grade 2 Follicular Lymphoma,Other
NCT00003210,Grade 3 Follicular Lymphoma,Other
NCT00003210,Mantle Cell Lymphoma,Other
NCT00003210,Marginal Zone Lymphoma,Other
NCT00003210,Mycosis Fungoides and Sezary Syndrome,Other
NCT00003210,Small Lymphocytic Lymphoma,Other
NCT00003210,Splenic Marginal Zone Lymphoma,Other
NCT00003210,Waldenstrom Macroglobulinemia,Other
NCT00003193,Head and Neck Neoplasm,Head & Neck Cancer
NCT00003193,Oral Complications,Other
NCT00003357,Breast Cancer,Breast Cancer
NCT00003128,Sarcoma,Other
NCT00004162,Hematology,Hematologic Malignancies
NCT00001626,Severe Aplastic Anemia (SAA),Other
NCT00003261,Hematology,Hematologic Malignancies
NCT00019214,Skin Melanoma,Other
NCT00154726,Gastric Cancer,Gastric Cancer
NCT00002990,Bladder Cancer,Other
NCT00003495,Thoracic Neoplasm,NSCLC
NCT00001449,Neoplasms,Other
NCT00002865,Leukemia,Leukemia
NCT00869284,Hematology,Hematologic Malignancies
NCT00002551,Colorectal Cancer,Colorectal Cancer
NCT00001398,Aplastic Anemia,Other
NCT00001398,Hairy Cell Leukemia,Other
NCT00003364,Thoracic Neoplasm,NSCLC
NCT00002844,Leukemia,Leukemia
NCT00002456,Graft Versus Host Disease,Other
NCT00002456,Leukemia,Leukemia
NCT00002456,Hematology,Hematologic Malignancies
NCT00000660,Kaposi sarcoma,Other
NCT00000660,HIV Infection,Other
NCT00002003,Non-Hodgkin Lymphoma,Lymphoma
NCT00002003,HIV Infection,Other
NCT00041691,Digestive System Neoplasm,Pancreatic Cancer
NCT00365755,Kidney Wilms Tumor,Other
NCT01410708,Breast Cancer,Breast Cancer
